Timestamp,Badge_ID,Door_ID,Building,Result,Raw_Data_Hex
11-01-2025 22:29,2558,DOOR_138,Building_D,SUCCESS,
11-01-2025 16:43,8172,DOOR_144,Building_B,SUCCESS,
11-01-2025 19:47,3764,DOOR_105,Building_C,SUCCESS,
11-01-2025 21:36,6913,DOOR_135,Building_A,SUCCESS,
11-01-2025 05:56,4963,DOOR_106,Building_D,SUCCESS,
11-01-2025 08:38,4580,DOOR_122,Building_D,SUCCESS,
11-01-2025 21:45,6001,DOOR_124,Building_A,DENIED,
11-01-2025 05:23,4875,DOOR_110,Building_B,SUCCESS,
11-01-2025 18:51,7375,DOOR_137,Building_A,SUCCESS,
11-01-2025 11:36,7698,DOOR_103,Building_B,DENIED,
11-01-2025 04:44,5463,DOOR_139,Building_C,SUCCESS,
11-01-2025 18:37,2837,DOOR_149,Building_A,SUCCESS,
11-01-2025 12:12,3850,DOOR_117,Building_C,DENIED,
11-01-2025 13:50,8376,DOOR_119,Building_C,SUCCESS,
11-01-2025 19:30,5723,DOOR_129,Building_B,DENIED,
11-01-2025 21:08,8815,DOOR_126,Building_B,SUCCESS,
11-01-2025 16:43,3956,DOOR_131,Building_D,DENIED,
11-01-2025 20:13,1989,DOOR_144,Building_A,SUCCESS,
11-01-2025 22:05,7920,DOOR_139,Building_C,SUCCESS,
11-01-2025 02:24,1714,DOOR_106,Building_C,DENIED,
11-01-2025 09:18,5813,DOOR_110,Building_D,SUCCESS,
11-01-2025 03:35,7437,DOOR_146,Building_D,SUCCESS,
11-01-2025 15:45,3328,DOOR_141,Building_B,SUCCESS,
11-01-2025 11:36,5433,DOOR_113,Building_C,SUCCESS,
11-01-2025 19:27,5769,DOOR_102,Building_D,SUCCESS,
11-01-2025 12:48,3750,DOOR_147,Building_C,DENIED,
11-01-2025 22:48,4646,DOOR_137,Building_D,SUCCESS,
11-01-2025 11:27,8528,DOOR_134,Building_D,SUCCESS,
11-01-2025 04:19,4589,DOOR_142,Building_B,DENIED,
11-01-2025 09:36,5056,DOOR_101,Building_C,SUCCESS,
11-01-2025 11:47,3707,DOOR_142,Building_D,SUCCESS,
11-01-2025 16:25,7923,DOOR_115,Building_A,SUCCESS,
11-01-2025 03:39,2411,DOOR_118,Building_C,SUCCESS,
11-01-2025 00:47,8394,DOOR_132,Building_B,SUCCESS,
11-01-2025 12:24,6376,DOOR_125,Building_B,SUCCESS,
11-01-2025 14:36,1515,DOOR_111,Building_A,SUCCESS,
11-01-2025 13:46,5592,DOOR_105,Building_C,SUCCESS,
11-01-2025 22:09,3563,DOOR_111,Building_C,SUCCESS,
11-01-2025 23:57,5533,DOOR_108,Building_D,SUCCESS,
11-01-2025 17:16,2922,DOOR_107,Building_D,SUCCESS,
11-01-2025 05:40,7089,DOOR_140,Building_D,SUCCESS,
11-01-2025 21:52,4541,DOOR_117,Building_B,SUCCESS,
11-01-2025 04:30,7418,DOOR_123,Building_A,SUCCESS,
11-01-2025 05:19,2503,DOOR_111,Building_C,SUCCESS,
11-01-2025 17:01,2216,DOOR_147,Building_A,DENIED,
11-01-2025 19:24,5697,DOOR_120,Building_A,SUCCESS,
11-01-2025 09:20,8200,DOOR_114,Building_D,SUCCESS,
11-01-2025 09:38,5007,DOOR_147,Building_D,SUCCESS,
11-01-2025 23:03,1526,DOOR_111,Building_D,SUCCESS,
11-01-2025 22:13,7573,DOOR_135,Building_D,SUCCESS,
11-01-2025 19:24,5152,DOOR_100,Building_B,SUCCESS,
11-01-2025 21:55,4537,DOOR_127,Building_B,SUCCESS,
11-01-2025 04:34,5636,DOOR_147,Building_A,SUCCESS,
11-01-2025 01:40,8278,DOOR_102,Building_A,DENIED,
11-01-2025 13:19,1036,DOOR_140,Building_B,SUCCESS,
11-01-2025 03:30,2645,DOOR_123,Building_B,SUCCESS,
11-01-2025 15:14,3804,DOOR_143,Building_D,SUCCESS,
11-01-2025 22:57,6778,DOOR_144,Building_D,SUCCESS,
11-01-2025 02:14,2928,DOOR_130,Building_D,DENIED,
11-01-2025 12:04,7956,DOOR_100,Building_C,SUCCESS,
11-01-2025 19:00,2111,DOOR_105,Building_B,SUCCESS,
11-01-2025 11:19,5477,DOOR_137,Building_C,SUCCESS,
11-01-2025 06:27,8324,DOOR_127,Building_A,SUCCESS,
11-01-2025 09:21,5597,DOOR_120,Building_D,DENIED,
11-01-2025 18:51,5007,DOOR_104,Building_A,SUCCESS,
11-01-2025 16:27,3066,DOOR_147,Building_B,SUCCESS,
11-01-2025 21:24,6707,DOOR_106,Building_A,SUCCESS,
11-01-2025 16:24,4139,DOOR_100,Building_A,SUCCESS,
11-01-2025 10:13,4783,DOOR_143,Building_C,SUCCESS,
11-01-2025 01:27,5001,DOOR_140,Building_C,SUCCESS,
11-01-2025 16:55,6332,DOOR_149,Building_C,SUCCESS,
11-01-2025 05:33,6955,DOOR_103,Building_B,SUCCESS,
11-01-2025 10:15,8589,DOOR_120,Building_D,SUCCESS,
11-01-2025 19:37,8324,DOOR_118,Building_C,DENIED,
11-01-2025 03:06,5120,DOOR_113,Building_B,SUCCESS,
11-01-2025 13:25,5513,DOOR_112,Building_D,SUCCESS,
11-01-2025 09:52,5354,DOOR_123,Building_A,SUCCESS,
11-01-2025 05:57,3203,DOOR_130,Building_D,SUCCESS,
11-01-2025 18:31,3630,DOOR_119,Building_C,SUCCESS,
11-01-2025 20:11,6870,DOOR_118,Building_B,SUCCESS,
11-01-2025 13:17,2027,DOOR_121,Building_B,SUCCESS,
11-01-2025 23:51,2923,DOOR_147,Building_B,DENIED,
11-01-2025 06:10,7728,DOOR_104,Building_D,DENIED,
11-01-2025 17:28,1258,DOOR_110,Building_A,DENIED,
11-01-2025 09:17,6952,DOOR_101,Building_D,SUCCESS,
11-01-2025 13:22,3556,DOOR_126,Building_D,DENIED,
11-01-2025 12:28,4548,DOOR_115,Building_B,SUCCESS,
11-01-2025 07:02,5661,DOOR_122,Building_D,SUCCESS,
11-01-2025 08:33,8741,DOOR_138,Building_A,SUCCESS,
11-01-2025 05:23,3668,DOOR_134,Building_D,SUCCESS,
11-01-2025 20:35,5638,DOOR_103,Building_A,SUCCESS,
11-01-2025 23:03,1885,DOOR_107,Building_D,SUCCESS,
11-01-2025 10:22,7425,DOOR_115,Building_B,SUCCESS,
11-01-2025 12:23,5007,DOOR_128,Building_C,DENIED,
11-01-2025 06:34,4317,DOOR_146,Building_C,SUCCESS,
11-01-2025 20:29,2697,DOOR_117,Building_B,SUCCESS,
11-01-2025 03:18,2158,DOOR_110,Building_D,SUCCESS,
11-01-2025 13:12,7268,DOOR_141,Building_D,SUCCESS,
11-01-2025 00:26,8737,DOOR_117,Building_D,SUCCESS,
11-01-2025 01:24,7408,DOOR_149,Building_C,DENIED,
11-01-2025 20:08,7102,DOOR_103,Building_A,SUCCESS,
11-01-2025 16:21,2227,DOOR_107,Building_D,SUCCESS,
11-01-2025 01:33,2645,DOOR_129,Building_B,SUCCESS,
11-01-2025 08:08,5923,DOOR_122,Building_A,SUCCESS,
11-01-2025 05:37,4854,DOOR_120,Building_C,SUCCESS,
11-01-2025 01:16,4866,DOOR_108,Building_D,SUCCESS,
11-01-2025 16:50,5236,DOOR_141,Building_A,DENIED,
11-01-2025 01:31,8724,DOOR_144,Building_A,DENIED,
11-01-2025 15:38,2877,DOOR_120,Building_D,SUCCESS,
11-01-2025 03:02,2609,DOOR_142,Building_C,DENIED,
11-01-2025 16:22,3484,DOOR_127,Building_A,DENIED,
11-01-2025 04:27,7332,DOOR_109,Building_B,SUCCESS,
11-01-2025 08:55,4567,DOOR_126,Building_C,SUCCESS,
11-01-2025 01:28,3380,DOOR_143,Building_A,SUCCESS,
11-01-2025 03:51,7483,DOOR_117,Building_D,SUCCESS,
11-01-2025 03:53,4564,DOOR_147,Building_A,SUCCESS,
11-01-2025 21:17,6313,DOOR_137,Building_C,SUCCESS,
11-01-2025 02:57,6837,DOOR_120,Building_D,SUCCESS,
11-01-2025 09:16,2778,DOOR_131,Building_D,SUCCESS,
11-01-2025 14:31,5199,DOOR_104,Building_B,SUCCESS,
11-01-2025 22:57,4796,DOOR_118,Building_D,SUCCESS,
11-01-2025 22:50,4236,DOOR_148,Building_C,SUCCESS,
11-01-2025 10:32,1065,DOOR_144,Building_A,SUCCESS,
11-01-2025 12:49,7577,DOOR_148,Building_C,SUCCESS,
11-01-2025 06:11,7376,DOOR_127,Building_A,SUCCESS,
11-01-2025 15:53,7293,DOOR_108,Building_B,DENIED,
11-01-2025 00:34,8277,DOOR_132,Building_B,SUCCESS,
11-01-2025 18:14,1383,DOOR_118,Building_B,SUCCESS,
11-01-2025 21:39,1433,DOOR_117,Building_D,SUCCESS,
11-01-2025 08:49,7392,DOOR_112,Building_C,SUCCESS,
11-01-2025 20:08,7119,DOOR_133,Building_B,DENIED,
11-01-2025 09:13,6848,DOOR_119,Building_D,SUCCESS,
11-01-2025 15:22,5015,DOOR_121,Building_A,SUCCESS,
11-01-2025 06:43,2359,DOOR_135,Building_C,SUCCESS,
11-01-2025 09:10,8196,DOOR_135,Building_A,SUCCESS,
11-01-2025 21:03,8112,DOOR_110,Building_C,SUCCESS,
11-01-2025 07:13,3382,DOOR_144,Building_D,SUCCESS,
11-01-2025 04:51,5847,DOOR_106,Building_C,SUCCESS,
11-01-2025 04:48,4560,DOOR_145,Building_D,SUCCESS,
11-01-2025 02:29,7697,DOOR_106,Building_B,DENIED,
11-01-2025 23:03,8219,DOOR_121,Building_C,SUCCESS,
11-01-2025 12:37,7678,DOOR_147,Building_C,SUCCESS,
11-01-2025 04:27,2316,DOOR_120,Building_A,SUCCESS,
11-01-2025 11:43,7957,DOOR_136,Building_C,SUCCESS,
11-01-2025 02:53,6086,DOOR_121,Building_A,SUCCESS,
11-01-2025 11:49,6551,DOOR_114,Building_D,SUCCESS,
11-01-2025 00:00,3484,DOOR_117,Building_B,SUCCESS,
11-01-2025 21:18,3485,DOOR_127,Building_C,DENIED,
11-01-2025 22:11,5412,DOOR_144,Building_B,SUCCESS,
11-01-2025 19:53,7716,DOOR_141,Building_A,DENIED,
11-01-2025 01:02,8016,DOOR_125,Building_D,DENIED,
11-01-2025 15:53,8788,DOOR_148,Building_D,SUCCESS,
11-01-2025 17:29,2815,DOOR_110,Building_A,SUCCESS,
11-01-2025 20:22,5753,DOOR_137,Building_C,SUCCESS,
11-01-2025 04:11,8032,DOOR_108,Building_C,SUCCESS,
11-01-2025 07:00,1812,DOOR_139,Building_A,DENIED,
11-01-2025 00:45,1944,DOOR_100,Building_A,SUCCESS,
11-01-2025 09:11,8903,DOOR_104,Building_A,DENIED,
11-01-2025 00:58,2803,DOOR_110,Building_C,SUCCESS,
11-01-2025 18:20,5968,DOOR_118,Building_A,SUCCESS,
11-01-2025 13:24,2795,DOOR_113,Building_B,SUCCESS,
11-01-2025 16:54,1685,DOOR_143,Building_B,SUCCESS,
11-01-2025 20:03,5085,DOOR_117,Building_B,DENIED,
11-01-2025 05:16,3082,DOOR_134,Building_D,SUCCESS,
11-01-2025 14:56,3287,DOOR_112,Building_D,SUCCESS,
11-01-2025 23:57,5836,DOOR_128,Building_A,SUCCESS,
11-01-2025 12:13,8838,DOOR_149,Building_A,DENIED,
11-01-2025 05:19,1284,DOOR_104,Building_D,SUCCESS,
11-01-2025 04:14,3409,DOOR_110,Building_D,SUCCESS,
11-01-2025 06:38,3622,DOOR_137,Building_D,SUCCESS,
11-01-2025 16:58,3220,DOOR_127,Building_B,DENIED,
11-01-2025 06:25,4818,DOOR_115,Building_B,SUCCESS,
11-01-2025 22:02,2443,DOOR_130,Building_B,SUCCESS,
11-01-2025 20:01,1900,DOOR_126,Building_C,SUCCESS,
11-01-2025 17:07,6950,DOOR_137,Building_D,SUCCESS,
11-01-2025 14:15,5788,DOOR_133,Building_C,SUCCESS,
11-01-2025 10:00,1158,DOOR_128,Building_B,SUCCESS,
11-01-2025 14:58,2676,DOOR_148,Building_D,DENIED,
11-01-2025 02:08,4597,DOOR_130,Building_A,SUCCESS,
11-01-2025 22:15,6423,DOOR_118,Building_A,DENIED,
11-01-2025 02:02,7001,DOOR_134,Building_D,SUCCESS,
11-01-2025 07:02,1983,DOOR_132,Building_C,SUCCESS,
11-01-2025 04:31,5198,DOOR_148,Building_A,SUCCESS,
11-01-2025 08:02,5603,DOOR_123,Building_A,SUCCESS,
11-01-2025 03:20,6524,DOOR_115,Building_C,SUCCESS,
11-01-2025 09:37,2120,DOOR_131,Building_C,SUCCESS,
11-01-2025 21:59,2755,DOOR_146,Building_C,SUCCESS,
11-01-2025 11:07,7396,DOOR_127,Building_C,DENIED,
11-01-2025 02:56,7125,DOOR_120,Building_C,SUCCESS,
11-01-2025 23:23,5995,DOOR_122,Building_A,SUCCESS,
11-01-2025 13:05,5758,DOOR_145,Building_A,SUCCESS,
11-01-2025 09:34,7169,DOOR_139,Building_B,SUCCESS,
11-01-2025 14:32,5140,DOOR_136,Building_C,DENIED,
11-01-2025 22:48,1289,DOOR_117,Building_D,SUCCESS,
11-01-2025 12:34,2190,DOOR_149,Building_B,SUCCESS,
11-01-2025 08:53,3521,DOOR_102,Building_D,SUCCESS,
11-01-2025 23:10,1851,DOOR_140,Building_B,DENIED,
11-01-2025 00:11,8766,DOOR_118,Building_C,SUCCESS,
11-01-2025 12:01,2377,DOOR_127,Building_A,SUCCESS,
11-01-2025 10:58,6284,DOOR_104,Building_A,DENIED,
11-01-2025 13:09,5034,DOOR_106,Building_D,SUCCESS,
11-01-2025 13:36,7456,DOOR_120,Building_A,SUCCESS,
11-01-2025 13:31,2935,DOOR_101,Building_A,SUCCESS,
11-01-2025 23:18,7760,DOOR_147,Building_D,SUCCESS,
11-01-2025 04:20,4383,DOOR_106,Building_D,SUCCESS,
11-01-2025 17:02,3161,DOOR_121,Building_C,SUCCESS,
11-01-2025 15:10,4000,DOOR_121,Building_A,SUCCESS,
11-01-2025 21:54,8817,DOOR_134,Building_A,SUCCESS,
11-01-2025 01:42,8640,DOOR_144,Building_D,DENIED,
11-01-2025 04:00,8300,DOOR_132,Building_C,SUCCESS,
11-01-2025 23:12,4180,DOOR_142,Building_B,SUCCESS,
11-01-2025 14:26,2599,DOOR_101,Building_D,SUCCESS,
11-01-2025 02:24,4032,DOOR_129,Building_B,SUCCESS,
11-01-2025 15:30,5722,DOOR_115,Building_C,DENIED,
11-01-2025 18:51,8567,DOOR_141,Building_A,SUCCESS,
11-01-2025 11:52,1851,DOOR_130,Building_D,SUCCESS,
11-01-2025 08:28,2431,DOOR_145,Building_C,SUCCESS,
11-01-2025 08:36,8481,DOOR_135,Building_A,DENIED,
11-01-2025 06:59,5608,DOOR_142,Building_A,SUCCESS,
11-01-2025 13:29,7571,DOOR_146,Building_A,SUCCESS,
11-01-2025 13:27,8873,DOOR_121,Building_C,SUCCESS,
11-01-2025 09:32,2477,DOOR_142,Building_A,DENIED,
11-01-2025 02:35,1005,DOOR_100,Building_D,SUCCESS,
11-01-2025 21:02,3569,DOOR_111,Building_D,SUCCESS,
11-01-2025 09:06,3868,DOOR_139,Building_C,DENIED,
11-01-2025 16:11,7520,DOOR_140,Building_D,SUCCESS,
11-01-2025 10:02,1044,DOOR_133,Building_D,SUCCESS,
11-01-2025 11:17,6467,DOOR_114,Building_C,SUCCESS,
11-01-2025 18:34,6869,DOOR_119,Building_B,SUCCESS,
11-01-2025 05:40,7068,DOOR_145,Building_D,SUCCESS,
11-01-2025 14:46,1977,DOOR_111,Building_A,SUCCESS,
11-01-2025 21:40,1398,DOOR_106,Building_A,DENIED,
11-01-2025 06:26,6104,DOOR_114,Building_C,DENIED,
11-01-2025 15:28,7803,DOOR_109,Building_C,SUCCESS,
11-01-2025 18:49,5082,DOOR_105,Building_C,DENIED,
11-01-2025 16:47,1688,DOOR_111,Building_B,SUCCESS,
11-01-2025 18:01,8103,DOOR_138,Building_D,SUCCESS,
11-01-2025 02:11,6507,DOOR_135,Building_C,SUCCESS,
11-01-2025 09:42,1473,DOOR_126,Building_C,SUCCESS,
11-01-2025 13:17,5807,DOOR_122,Building_A,SUCCESS,
11-01-2025 23:29,4965,DOOR_125,Building_B,SUCCESS,
11-01-2025 02:00,2232,DOOR_146,Building_B,SUCCESS,
11-01-2025 05:48,8314,DOOR_121,Building_C,SUCCESS,
11-01-2025 22:55,6674,DOOR_140,Building_D,SUCCESS,
11-01-2025 15:22,8892,DOOR_129,Building_C,DENIED,
11-01-2025 16:31,5172,DOOR_144,Building_C,SUCCESS,
11-01-2025 07:50,1483,DOOR_100,Building_D,DENIED,
11-01-2025 02:39,6362,DOOR_119,Building_A,SUCCESS,
11-01-2025 08:41,8709,DOOR_137,Building_D,SUCCESS,
11-01-2025 07:01,2814,DOOR_133,Building_D,SUCCESS,
11-01-2025 13:37,3472,DOOR_113,Building_C,SUCCESS,
11-01-2025 11:56,1359,DOOR_100,Building_A,SUCCESS,
11-01-2025 10:23,4396,DOOR_138,Building_C,DENIED,
11-01-2025 22:50,4335,DOOR_136,Building_D,SUCCESS,
11-01-2025 01:06,3486,DOOR_109,Building_B,SUCCESS,
11-01-2025 08:29,1432,DOOR_134,Building_C,SUCCESS,
11-01-2025 07:14,8604,DOOR_108,Building_D,DENIED,
11-01-2025 06:21,7973,DOOR_146,Building_B,SUCCESS,
11-01-2025 02:47,5278,DOOR_127,Building_D,SUCCESS,
11-01-2025 22:47,4047,DOOR_101,Building_C,SUCCESS,
11-01-2025 18:43,7483,DOOR_128,Building_A,SUCCESS,
11-01-2025 21:35,8182,DOOR_116,Building_A,SUCCESS,
11-01-2025 06:45,7280,DOOR_104,Building_D,SUCCESS,
11-01-2025 03:32,3008,DOOR_149,Building_C,DENIED,
11-01-2025 02:24,8196,DOOR_103,Building_D,SUCCESS,
11-01-2025 12:32,6712,DOOR_146,Building_A,DENIED,
11-01-2025 01:29,7578,DOOR_141,Building_C,SUCCESS,
11-01-2025 18:19,2660,DOOR_114,Building_C,DENIED,
11-01-2025 14:40,8735,DOOR_109,Building_A,SUCCESS,
11-01-2025 13:31,4209,DOOR_128,Building_A,SUCCESS,
11-01-2025 18:01,2341,DOOR_148,Building_A,SUCCESS,
11-01-2025 16:48,6356,DOOR_126,Building_D,SUCCESS,
11-01-2025 00:04,8669,DOOR_129,Building_A,SUCCESS,
11-01-2025 22:29,3328,DOOR_102,Building_D,SUCCESS,
11-01-2025 09:29,6270,DOOR_123,Building_D,SUCCESS,
11-01-2025 00:27,7959,DOOR_108,Building_C,SUCCESS,
11-01-2025 04:39,2007,DOOR_112,Building_A,DENIED,
11-01-2025 14:54,6514,DOOR_111,Building_A,SUCCESS,
11-01-2025 16:00,6625,DOOR_116,Building_C,SUCCESS,
11-01-2025 15:57,8538,DOOR_129,Building_A,SUCCESS,
11-01-2025 03:37,7128,DOOR_106,Building_C,SUCCESS,
11-01-2025 11:03,7928,DOOR_110,Building_A,SUCCESS,
11-01-2025 00:34,4850,DOOR_100,Building_B,SUCCESS,
11-01-2025 06:11,4220,DOOR_129,Building_D,DENIED,
11-01-2025 23:10,3520,DOOR_130,Building_B,SUCCESS,
11-01-2025 18:29,5181,DOOR_111,Building_C,SUCCESS,
11-01-2025 14:50,7370,DOOR_148,Building_C,DENIED,
11-01-2025 21:08,1993,DOOR_139,Building_A,SUCCESS,
11-01-2025 04:58,5932,DOOR_116,Building_D,SUCCESS,
11-01-2025 15:24,7437,DOOR_118,Building_C,DENIED,
11-01-2025 05:40,2153,DOOR_113,Building_C,DENIED,
11-01-2025 12:35,7964,DOOR_112,Building_D,SUCCESS,
11-01-2025 20:24,1742,DOOR_107,Building_A,SUCCESS,
11-01-2025 03:42,7173,DOOR_128,Building_D,SUCCESS,
11-01-2025 19:02,7605,DOOR_115,Building_C,SUCCESS,
11-01-2025 15:16,2127,DOOR_108,Building_C,DENIED,
11-01-2025 20:20,7047,DOOR_111,Building_D,SUCCESS,
11-01-2025 10:53,2539,DOOR_136,Building_B,SUCCESS,
11-01-2025 05:56,7592,DOOR_115,Building_D,SUCCESS,
11-01-2025 13:21,6387,DOOR_135,Building_D,SUCCESS,
11-01-2025 19:18,7629,DOOR_110,Building_A,SUCCESS,
11-01-2025 22:25,7514,DOOR_149,Building_A,SUCCESS,
11-01-2025 10:46,1300,DOOR_128,Building_C,SUCCESS,
11-01-2025 02:43,6472,DOOR_143,Building_C,SUCCESS,
11-01-2025 04:58,4029,DOOR_137,Building_B,SUCCESS,
11-01-2025 01:53,4416,DOOR_113,Building_A,SUCCESS,
11-01-2025 15:54,1448,DOOR_119,Building_A,SUCCESS,
11-01-2025 00:05,8116,DOOR_136,Building_D,DENIED,
11-01-2025 00:37,5850,DOOR_108,Building_B,SUCCESS,
11-01-2025 21:40,3212,DOOR_139,Building_C,SUCCESS,
11-01-2025 22:23,2995,DOOR_106,Building_D,SUCCESS,
11-01-2025 11:22,4521,DOOR_128,Building_C,SUCCESS,
11-01-2025 10:50,3401,DOOR_139,Building_A,DENIED,
